gene_name	chr	predicted_gex_rank
KCNJ3	chr2	0.437534585234636
MBOAT2	chr2	0.7699670872577565
PRLH	chr2	0.37510334482231555
DNMT3A	chr2	0.7960123350069677
HSPD1	chr2	0.41811086988149804
UGGT1	chr2	0.39664564307910244
FAM228B	chr2	0.6158725475491105
TMEM178A	chr2	0.46373043739720365
SMYD1	chr2	0.33137232858700116
KCNG3	chr2	0.7477004105330828
RNF103	chr2	0.5845993300199787
BOK	chr2	0.6110430069261378
MCFD2	chr2	0.4319595490233457
IWS1	chr2	0.35889093803958155
USP34	chr2	0.3570957302709179
WDSUB1	chr2	0.7154316057015419
GFPT1	chr2	0.8532728280201608
MAPRE3	chr2	0.33546503922626403
STK17B	chr2	0.6080640876935696
PAPOLG	chr2	0.3899523953723009
AFF3	chr2	0.30485795863479087
CBWD2	chr2	0.29121062779550216
WNT10A	chr2	0.36909034013715586
MTERF4	chr2	0.749619066434554
FAM110C	chr2	0.5881956336490658
NOL10	chr2	0.37117901305616713
ALS2	chr2	0.6891258842906336
COPS9	chr2	0.344682047510983
SOWAHC	chr2	0.5391186774415051
FLACC1	chr2	0.3025327625686498
UGT1A10	chr2	0.3081351285841028
IL36B	chr2	0.3073336124828302
VAMP5	chr2	0.31403311032334297
CHAC2	chr2	0.5718164134952088
GPR75	chr2	0.6185524064456401
ANKRD53	chr2	0.2979791074207341
IL1R1	chr2	0.32297906090807044
HJURP	chr2	0.8527621097276807
GPR55	chr2	0.3152447480408408
DNAJC5G	chr2	0.308623784006011
PLEK	chr2	0.303389724862113
RPS27A	chr2	0.7751262040794562
TPRKB	chr2	0.6951321560201648
CNTNAP5	chr2	0.5781064743056421
C2orf74	chr2	0.6232155794809061
DARS1	chr2	0.3370576190759128
DPP10	chr2	0.5629608033176838
CAPN13	chr2	0.3102368330327391
RRM2	chr2	0.7755320543943097
C2orf92	chr2	0.31357060855627583
SEPTIN10	chr2	0.6970518883310004
TTC32	chr2	0.5531065009304099
RBM45	chr2	0.34176461967976424
MFSD9	chr2	0.4004246320609342
SMYD5	chr2	0.354533986274509
PTPN4	chr2	0.8240617463762854
REG3G	chr2	0.31205537929999944
RPL37A	chr2	0.6914545637154599
HS6ST1	chr2	0.6581375585613867
SLC11A1	chr2	0.3140957961963693
SP3	chr2	0.6586657382216559
RDH14	chr2	0.7752190386152108
ASIC4	chr2	0.29775700864916094
EIPR1	chr2	0.3552379198795716
SPATA3	chr2	0.3053263283748132
GALNT5	chr2	0.32287938673039107
FZD7	chr2	0.6890262425499328
EML4	chr2	0.36741336827825233
ANKRD36	chr2	0.43270064281756804
POLR2D	chr2	0.8142448239993471
PAIP2B	chr2	0.6664232910374377
FAM136A	chr2	0.6541425454398399
LRP2	chr2	0.3131175917733974
GTF3C3	chr2	0.528716538503895
FASTKD1	chr2	0.38829396351559914
WIPF1	chr2	0.3230209939170286
FAM171B	chr2	0.7805591573506411
GEN1	chr2	0.43523635384590964
ABHD1	chr2	0.3710719686351558
FBXO36	chr2	0.6668541245754434
COL4A4	chr2	0.4406188209725349
PSMD14	chr2	0.693250467073042
MGAT5	chr2	0.7499140791218167
SNED1	chr2	0.3156367809653329
FEZ2	chr2	0.48071123499514357
CREG2	chr2	0.37552418872459226
POTEI	chr2	0.27642104741456064
RPIA	chr2	0.7664497805978081
CEBPZOS	chr2	0.4268581935026951
C2orf72	chr2	0.47514050718907785
ATP6V1C2	chr2	0.329646819555507
VSNL1	chr2	0.5751845073849476
TMEM150A	chr2	0.7637373452595755
HNMT	chr2	0.32356943460237
GRB14	chr2	0.3335692413565376
PDE1A	chr2	0.3178272249547577
ASTL	chr2	0.38927691171414536
UGT1A7	chr2	0.3144895239969012
MARS2	chr2	0.7386759700012958
ORC2	chr2	0.8315744322475549
PHOSPHO2	chr2	0.7013359423123263
FAHD2A	chr2	0.6961341538585188
SERPINE2	chr2	0.33912499849110783
NRXN1	chr2	0.660535343238309
RAB17	chr2	0.5283242517105455
DTNB	chr2	0.3144016051090174
SRSF7	chr2	0.8254074519482802
ZC3H15	chr2	0.8158554374449978
SCN1A	chr2	0.3168635305396523
SULT6B1	chr2	0.4678585014725023
TRIM43B	chr2	0.2949186376453592
EFHD1	chr2	0.28995599427587626
ARID5A	chr2	0.33306838559898677
ATIC	chr2	0.7941848131537051
MYO1B	chr2	0.6971849782771692
GPR155	chr2	0.5933089340641786
CCNYL1	chr2	0.3357819812718441
MTX2	chr2	0.8299225580370015
TTL	chr2	0.6240689879634442
ATAD2B	chr2	0.3348410458340419
RABL2A	chr2	0.41081261117141593
PIKFYVE	chr2	0.8082468293336481
ARPC2	chr2	0.7843790684903756
MITD1	chr2	0.39926338681440965
IL37	chr2	0.2973014778725086
CFC1	chr2	0.2879806150795377
KRCC1	chr2	0.700784122281956
PLCL1	chr2	0.31080884709111245
CD8B	chr2	0.2924102899514918
PGAP1	chr2	0.3697528400457946
TSN	chr2	0.7507835361363224
CCDC115	chr2	0.6432973910083031
CSRNP3	chr2	0.5405183875866768
MAIP1	chr2	0.6806260237330951
TM4SF20	chr2	0.30220271455859093
RFX8	chr2	0.3531698709071242
PPP3R1	chr2	0.3701373372143778
SESTD1	chr2	0.740617958910638
ADGRF3	chr2	0.4084825731958592
FAM237A	chr2	0.33377217321876246
C2CD6	chr2	0.3704543930997956
RMND5A	chr2	0.3431583666138356
BCL11A	chr2	0.5605388411157355
UBE2F	chr2	0.718016115715105
HNRNPA3	chr2	0.8416608681383867
SLC35F5	chr2	0.3385347965653295
SMARCAL1	chr2	0.7313293156890792
IL1RL2	chr2	0.31429450347691923
NTSR2	chr2	0.3677066533361327
MPV17	chr2	0.695812643045108
EHD3	chr2	0.5637806254700379
LYG2	chr2	0.31271996779553013
PLEKHB2	chr2	0.3224640577200491
RBMS1	chr2	0.3907729746716139
OSGEPL1	chr2	0.5950298258959654
OSR1	chr2	0.4125467187689562
CYTIP	chr2	0.3054352713666567
MZT2A	chr2	0.5896818835330347
BZW1	chr2	0.46706883360733614
PDCL3	chr2	0.39392928365747126
LY75	chr2	0.48428191747829336
CCDC148	chr2	0.6446200094813193
ITGAV	chr2	0.37529893746823495
PDE11A	chr2	0.34928470585631916
MARCHF4	chr2	0.5639348626553079
CCDC93	chr2	0.732176980660737
KCNK12	chr2	0.5121756492901364
WDR35	chr2	0.8403716604596309
TGFBRAP1	chr2	0.36490875098418635
EPC2	chr2	0.7340683741367398
ERLEC1	chr2	0.8192784568535944
LGALSL	chr2	0.6184271470233157
ALLC	chr2	0.3621960420199473
PELI1	chr2	0.6849336628833186
CNNM4	chr2	0.7154317434560181
SRBD1	chr2	0.3510161270005237
CACNB4	chr2	0.48220867667148265
C1QL2	chr2	0.5289865092077934
DDX1	chr2	0.7996864818957203
BIN1	chr2	0.7293351720071896
GAL3ST2	chr2	0.3054387153794324
TRIM43	chr2	0.284805320378512
PSME4	chr2	0.8203896659777454
ODC1	chr2	0.47437462880798514
FBXO48	chr2	0.6444214807137855
CIB4	chr2	0.3637836013139506
INO80D	chr2	0.40904430867035596
KANSL1L	chr2	0.33468348087636757
TTC30B	chr2	0.5436359269990185
ACYP2	chr2	0.5211261928969828
ACOXL	chr2	0.36079428680252434
VAMP8	chr2	0.5678024530641064
C2orf15	chr2	0.6683530080030409
PRKD3	chr2	0.37378385590716234
HSPE1	chr2	0.8351202726685155
ST6GAL2	chr2	0.5884289558144414
NCL	chr2	0.7965735838539345
PID1	chr2	0.32117998720710944
RTN4	chr2	0.7359193761451893
CYP1B1	chr2	0.41679214891084115
SNTG2	chr2	0.31964523721837573
FOSL2	chr2	0.46415940143304313
EIF4E2	chr2	0.40379961066180375
TTC27	chr2	0.31676127979626173
C1GALT1C1L	chr2	0.32341702588284627
ATG9A	chr2	0.42122444812809084
PECR	chr2	0.3348905732045361
EVX2	chr2	0.30026453064827857
D2HGDH	chr2	0.3408742371930874
GPD2	chr2	0.3202671595279793
SPAG16	chr2	0.8035488030751603
SMC6	chr2	0.3568022125286596
KIF1A	chr2	0.81084865927049
ANXA4	chr2	0.32156332350692257
RAB6D	chr2	0.3076830744403964
AQP12B	chr2	0.3048448271688273
UGT1A8	chr2	0.306925727387891
NCOA1	chr2	0.3040912840087995
STARD7	chr2	0.8894208180820502
UGT1A6	chr2	0.3275062959051008
SP9	chr2	0.3798341138229061
GPN1	chr2	0.3602874061036638
UXS1	chr2	0.3552087659285865
MATN3	chr2	0.4635843282306801
NT5DC4	chr2	0.31702657216331126
METAP1D	chr2	0.6095550300093417
CUL3	chr2	0.3434758003946262
IL1RN	chr2	0.30329580454208344
ANKRD39	chr2	0.7547968973130598
SAG	chr2	0.3043424198544579
DYSF	chr2	0.3009858345594965
IFIH1	chr2	0.4841555416850894
XIRP2	chr2	0.3121982688348516
TTC30A	chr2	0.577916389221652
UPP2	chr2	0.3290125368886666
NDUFAF7	chr2	0.5134823601600345
PAX8	chr2	0.3026917366509455
BCS1L	chr2	0.5421338154711247
WDR33	chr2	0.7618043020698134
CCDC138	chr2	0.8550126189358828
SNX17	chr2	0.6720720506638405
SERTAD2	chr2	0.5726123095945965
DUSP2	chr2	0.48217965215531783
ICOS	chr2	0.3156225456521305
POLE4	chr2	0.5833844478799086
RBKS	chr2	0.3220585500580988
MTIF2	chr2	0.6310497304042462
SLC25A12	chr2	0.5708834511667386
COL5A2	chr2	0.35031841091041666
MOB1A	chr2	0.8230688130214994
KCNE4	chr2	0.3204817715227505
TTC31	chr2	0.6143134716618667
TDRD15	chr2	0.30702992010921554
GPC1	chr2	0.2982335178745994
CFAP65	chr2	0.29551354948030706
RHOQ	chr2	0.6000735082711457
ANKMY1	chr2	0.6318607185368107
RETSAT	chr2	0.3219513664220284
ICA1L	chr2	0.6142628733393234
FTCDNL1	chr2	0.5293720825298603
IGFBP2	chr2	0.437262733115851
SLC5A7	chr2	0.5145742539825426
EVA1A	chr2	0.38695470840947643
CERS6	chr2	0.7447114612201433
FER1L5	chr2	0.3120497221774096
ID2	chr2	0.6608301326202073
ATP5MC3	chr2	0.6746333157795621
TSGA10	chr2	0.327549394151148
UBE2E3	chr2	0.5741190859686518
MRPL53	chr2	0.6081789358996965
TRIP12	chr2	0.3713263427546432
HK2	chr2	0.39413228756935903
USP40	chr2	0.3479517312322963
RGPD8	chr2	0.2768185761056591
TGFA	chr2	0.3988680861741021
POTEF	chr2	0.30413216519532804
ORMDL1	chr2	0.4689770473636584
AAK1	chr2	0.3390584479807888
DES	chr2	0.32202478784047595
RANBP2	chr2	0.7752218692770549
SGPP2	chr2	0.44611146106142996
EDAR	chr2	0.40898754378726004
AP1S3	chr2	0.7788627261611477
SP140L	chr2	0.3040676721660061
PTPRN	chr2	0.4199331025126831
FOXD4L1	chr2	0.2673317546645064
SLC30A6	chr2	0.7037144287097769
NIFK	chr2	0.7333374052219279
SEMA4C	chr2	0.4371893929291587
CCL20	chr2	0.3021005577351824
FBLN7	chr2	0.44519178530140957
TRPM8	chr2	0.32714031297580004
CASP8	chr2	0.3093759155300747
PLGLB1	chr2	0.2632914452063542
COPS8	chr2	0.6742156271193055
ITGA6	chr2	0.39325770569500373
PRADC1	chr2	0.5917404642806459
TEX261	chr2	0.6094952011278183
STAT4	chr2	0.32022826682499933
ZRANB3	chr2	0.7589770822184196
CDK15	chr2	0.3172096095724924
CYBRD1	chr2	0.7572036026122339
GKN2	chr2	0.30362497540680206
MCM6	chr2	0.42815945115482335
ADCY3	chr2	0.3538238079088357
DIS3L2	chr2	0.689626174528682
PROM2	chr2	0.30632210965300205
ZFAND2B	chr2	0.6704042049290531
GPATCH11	chr2	0.6501754711413669
DCDC2C	chr2	0.2997683609186008
CATIP	chr2	0.3929719171720499
CAPN10	chr2	0.6955427778609196
SCN9A	chr2	0.644701260772766
TEX37	chr2	0.3256042956027485
HTRA2	chr2	0.7315391992461273
TGOLN2	chr2	0.7133566163444469
USP39	chr2	0.8572070854761762
DGUOK	chr2	0.7573004034166056
UGT1A4	chr2	0.30628874891212693
PFN4	chr2	0.44564532501505827
ECEL1	chr2	0.3859435228803746
TTLL4	chr2	0.706041244267803
SNRPG	chr2	0.8002627350270324
EIF2B4	chr2	0.7941027167728006
MAP4K4	chr2	0.38840438836085234
MAT2A	chr2	0.8411550737378917
PRKAG3	chr2	0.30923204953753936
ADAM17	chr2	0.8461635710434253
CALCRL	chr2	0.4268270518105373
NABP1	chr2	0.3050849447835986
LNPK	chr2	0.7780454824494714
PPM1G	chr2	0.8404795226983932
E2F6	chr2	0.3313288765269547
STON1	chr2	0.5110030111876347
MERTK	chr2	0.33524398886726087
YWHAQ	chr2	0.9103895567124483
NDUFA10	chr2	0.765913212803272
MORN2	chr2	0.6005305705082116
FZD5	chr2	0.7056022843259215
HPCAL1	chr2	0.5544185105164637
BOLL	chr2	0.4437328596636612
RAB1A	chr2	0.8475736020585838
MCEE	chr2	0.6386197117493201
KHK	chr2	0.5439117093977867
GNLY	chr2	0.30524083552059056
C2orf76	chr2	0.6609111535234081
SNORC	chr2	0.3016173691876677
FAM117B	chr2	0.6474291546571903
RNF144A	chr2	0.6408467036703795
POLR1A	chr2	0.38021440699669173
SP5	chr2	0.4429659697013795
CXCR1	chr2	0.2949638090249783
CEBPZ	chr2	0.41961302783576465
TOGARAM2	chr2	0.3274665627528459
DUSP28	chr2	0.47769344497354177
NEMP2	chr2	0.8054181606349428
CENPO	chr2	0.704805086402755
LIMS2	chr2	0.30941468934956845
ZNF804A	chr2	0.3199632062843616
DBI	chr2	0.720510453800739
TMEM18	chr2	0.7082893903291824
SUCLG1	chr2	0.4255473710170013
PPP4R3B	chr2	0.7938454878067197
PPM1B	chr2	0.729486387136572
TRABD2A	chr2	0.3505194965089055
GPR148	chr2	0.33447714746339174
CNOT9	chr2	0.7883495817460793
CD28	chr2	0.31581711546831687
GTDC1	chr2	0.3208932044035123
SLC16A14	chr2	0.4136279676836945
TLK1	chr2	0.7481620285597093
FSIP2	chr2	0.3185482252087014
ELMOD3	chr2	0.35450022300059847
SPAST	chr2	0.8370006789853944
DUSP11	chr2	0.49872818305500316
ARHGEF4	chr2	0.32183365991947427
IL36G	chr2	0.3027460955644344
RHOB	chr2	0.5187859134405082
METTL5	chr2	0.6960537163376863
IDH1	chr2	0.8367110458629499
DRC1	chr2	0.5310176858870754
THAP4	chr2	0.40139839469402555
COBLL1	chr2	0.6634275781812857
KYNU	chr2	0.3129818048181607
BABAM2	chr2	0.5783009233583891
UBR3	chr2	0.32247552447079564
TEX51	chr2	0.3048634708511955
FASTKD2	chr2	0.5147546127209484
CPS1	chr2	0.3259357949899401
ANKRD44	chr2	0.29277583603686075
CNRIP1	chr2	0.4209934774430571
SLC40A1	chr2	0.32099030011463847
VRK2	chr2	0.739389589555705
NFE2L2	chr2	0.6888398012612408
ROCK2	chr2	0.35328308323005037
ACP1	chr2	0.6141348686085631
ANTXR1	chr2	0.694170846965587
SFTPB	chr2	0.3131796399942513
ATOH8	chr2	0.3221130879014062
CAPN14	chr2	0.48285605940590787
DAW1	chr2	0.5516267379843838
MAP3K2	chr2	0.3791255515873151
LRP1B	chr2	0.3190514072849931
ABCB6	chr2	0.632860371390256
LTBP1	chr2	0.31153614723418177
NYAP2	chr2	0.33128504781590007
WDR43	chr2	0.4535723527294331
ITGB6	chr2	0.3092000323668501
TAF1B	chr2	0.8369771777639359
ZDBF2	chr2	0.7045911257843228
RPL31	chr2	0.7417629656232381
TWIST2	chr2	0.4007054526543296
HOXD3	chr2	0.420169786175365
RND3	chr2	0.5631870422945748
VWC2L	chr2	0.37318974988592507
NDUFB3	chr2	0.6868833790735225
CPO	chr2	0.3198394186892296
MMADHC	chr2	0.6503759312061093
MBD5	chr2	0.5763383640896895
TMEM131	chr2	0.7368271217008813
GALM	chr2	0.6444939825820886
ACMSD	chr2	0.31255641567059694
C2orf49	chr2	0.6093467956045119
SH3RF3	chr2	0.41872355471002126
KRTCAP3	chr2	0.6098674536366537
ACTR3	chr2	0.3293816741248275
CCDC150	chr2	0.36143959723490227
FAM240C	chr2	0.2974390739641461
RAPGEF4	chr2	0.291827485120422
NT5C1B	chr2	0.31118217570777806
LONRF2	chr2	0.3266148252293363
UGT1A1	chr2	0.30248408912090435
ATP6V1B1	chr2	0.3156835896015759
XDH	chr2	0.2995062388041134
VPS54	chr2	0.7219258676416314
CHRNG	chr2	0.26900879238165715
PLEKHA3	chr2	0.6018146912489122
LYPD6	chr2	0.61219303884226
TEX44	chr2	0.3049726467199945
GIGYF2	chr2	0.763014934943836
GCC2	chr2	0.3578837171479867
NMI	chr2	0.35719827439737245
STRADB	chr2	0.7695931048761596
KIAA2012	chr2	0.3410950619456571
REEP1	chr2	0.39867988502112256
OLA1	chr2	0.8382704996880597
STON1-GTF2A1L	chr2	0.31861896103558174
MFSD6	chr2	0.2897859207251684
HIBCH	chr2	0.30835256621758667
SGO2	chr2	0.3120233099045572
STK16	chr2	0.7648374012048843
C2orf73	chr2	0.5825154141531386
ZNF385B	chr2	0.3007351912711253
HTR2B	chr2	0.3195078269350037
OR6B3	chr2	0.30249680340386126
AGPS	chr2	0.7976758968188399
TMSB10	chr2	0.5365905474411876
GALNT13	chr2	0.3168650632668027
FAP	chr2	0.2894204003144746
ILKAP	chr2	0.8045842419307203
ZNF513	chr2	0.3863093330550674
LAPTM4A	chr2	0.42222508180588153
HECW2	chr2	0.6458211813164687
ARHGAP25	chr2	0.32058334648761305
SLC39A10	chr2	0.35994020326989157
DLX1	chr2	0.3862979895509496
TRAF3IP1	chr2	0.7494237968323645
SF3B1	chr2	0.7893942419745666
TRIB2	chr2	0.5280659402387482
FKBP7	chr2	0.5486606001824451
RTP5	chr2	0.2946273833140749
ZEB2	chr2	0.3876632546641579
PARD3B	chr2	0.542908919961112
FABP1	chr2	0.3003616560864484
CFC1B	chr2	0.27175870713623135
BOLA3	chr2	0.32068248335455973
GLS	chr2	0.3530636516417981
KLHL30	chr2	0.3176216687843695
PDIA6	chr2	0.34189068918092047
TANK	chr2	0.6104479673908626
DAPL1	chr2	0.31871312689536624
CTNNA2	chr2	0.617302811066767
CLK1	chr2	0.4568333367631528
PASK	chr2	0.6634722611754053
AAMP	chr2	0.4113778819782066
TRAPPC12	chr2	0.3394622410122904
GULP1	chr2	0.3878825458209377
TBR1	chr2	0.32756576812502053
LY75-CD302	chr2	0.45844466737898937
SP140	chr2	0.30907422541361773
C2orf68	chr2	0.8055518726450865
THADA	chr2	0.3224619401622787
MDH1	chr2	0.5683259878722928
WDR12	chr2	0.3952114136575963
NHEJ1	chr2	0.7584650160877983
GCKR	chr2	0.30501663697443354
NCAPH	chr2	0.7107951252334938
CRYGB	chr2	0.3333292494640499
SPC25	chr2	0.5789767923507017
UBE2F-SCLY	chr2	0.8201674431405941
ACSL3	chr2	0.3735865260409782
STAT1	chr2	0.809356189052784
ATL2	chr2	0.7554238316304677
RNF25	chr2	0.5769185850715548
SPOPL	chr2	0.3298098930153451
CDK5R2	chr2	0.49470581750709847
MPHOSPH10	chr2	0.4103874066901267
RNPEPL1	chr2	0.28885930778476393
SLC23A3	chr2	0.30246528622958146
CAD	chr2	0.43798831783484254
M1AP	chr2	0.470965330231974
TMEM127	chr2	0.7229972065570953
PRPF40A	chr2	0.701592755224271
MAB21L4	chr2	0.32291036583579
PCGF1	chr2	0.6380623638537328
GEMIN6	chr2	0.7403376662421091
SULT1C4	chr2	0.32385152487698454
ACADL	chr2	0.4027269606957054
RFTN2	chr2	0.32500132980004387
WNT6	chr2	0.4009769562037532
ASB1	chr2	0.7564715947187458
LCT	chr2	0.3117124071775676
RAB3GAP1	chr2	0.5738095667277199
DNER	chr2	0.38034183511553704
ANKAR	chr2	0.30431395828762836
TMEFF2	chr2	0.47963384058070374
NMUR1	chr2	0.3923430836954497
TIGD1	chr2	0.7721734038174757
EIF2AK2	chr2	0.36709863057058917
HOXD11	chr2	0.3544219798255494
OBSL1	chr2	0.34953999965255245
BUB1	chr2	0.4321552098065503
FN1	chr2	0.35383526630254014
BMP10	chr2	0.3020267351379724
KCNK3	chr2	0.39406231047857554
NIF3L1	chr2	0.7736939474135398
COL6A3	chr2	0.3319086400445901
ANKZF1	chr2	0.7350937865291249
SP100	chr2	0.36324819452188006
PUS10	chr2	0.40570730421610907
MTA3	chr2	0.3786487219245168
MAP3K20	chr2	0.5951294676685107
SCG2	chr2	0.32210533965870314
LOXL3	chr2	0.6282489368946653
TMEM185B	chr2	0.4980899398081574
TP53I3	chr2	0.6506116763109324
DNAJC27	chr2	0.8561217162801876
PKP4	chr2	0.3705390901363501
TNP1	chr2	0.2934331037057948
C2orf88	chr2	0.5337942581252281
REG1A	chr2	0.30557377070387665
TMEM17	chr2	0.3175319103076209
ACVR1C	chr2	0.4331432707445397
TTN	chr2	0.32729023517124356
SPR	chr2	0.4156846762503784
CHMP3	chr2	0.6077119568899715
FBXO41	chr2	0.6406473284415619
MROH2A	chr2	0.302517895334367
GLB1L	chr2	0.34279033235125844
SMPD4	chr2	0.6082852803890543
RALB	chr2	0.5456081666788493
PEX13	chr2	0.6671206928139815
EPB41L5	chr2	0.8217668907222793
UBXN4	chr2	0.43595414121525
EFR3B	chr2	0.3082141065036463
SCRN3	chr2	0.655163806072826
ABCG5	chr2	0.32096873162674167
DNAH6	chr2	0.4508857579544441
AUP1	chr2	0.8413052722202824
TIA1	chr2	0.45847741209414955
RPE	chr2	0.7312256837110815
FOXN2	chr2	0.803453312017408
INPP1	chr2	0.40241422566529844
KDM3A	chr2	0.3694617924831696
TANC1	chr2	0.5426293934888395
RTKN	chr2	0.750398935374198
INPP5D	chr2	0.3189543530654345
B3GNT7	chr2	0.5284001978312118
DDX18	chr2	0.39086975004155156
HDLBP	chr2	0.4670356294737106
AQP12A	chr2	0.2941236680940052
RBM43	chr2	0.5666411928370928
PTMA	chr2	0.7244870297309615
TFCP2L1	chr2	0.3010494267333112
EEF1B2	chr2	0.867786331070433
ZC3H6	chr2	0.7807943563945965
COX5B	chr2	0.6775228268122053
FIGLA	chr2	0.4109657894887996
BAZ2B	chr2	0.38810292582845013
WDCP	chr2	0.6266689375041847
RAB6C	chr2	0.3126242728605622
MPP4	chr2	0.3335132771287306
PLA2R1	chr2	0.3233931564565516
UBXN2A	chr2	0.6711571318673683
DCAF17	chr2	0.37785952902989456
GGCX	chr2	0.7152638626772593
CYRIA	chr2	0.44228811286904673
ACVR1	chr2	0.6220839054557432
SPDYA	chr2	0.3042060744948018
MAP3K19	chr2	0.313510265866102
C2orf66	chr2	0.31618611137933017
MTLN	chr2	0.28401086410010423
CYP26B1	chr2	0.376437261193532
ZSWIM2	chr2	0.5527145953768968
IMMT	chr2	0.8288969010797329
PIGF	chr2	0.8017237618828977
RETREG2	chr2	0.7269296247012533
STK39	chr2	0.32521549842191694
PSMD1	chr2	0.6942848203181285
TTC7A	chr2	0.6921802390834053
TMEM177	chr2	0.7441827006063906
COX7A2L	chr2	0.33882796766028117
FKBP1B	chr2	0.7599011048328693
TUBA3D	chr2	0.2680100896301329
MZT2B	chr2	0.5569744462299255
CTLA4	chr2	0.3051801887571274
CCDC74A	chr2	0.34678137027342515
SCLY	chr2	0.40074524077056706
CKAP2L	chr2	0.8503299968414442
CTDSP1	chr2	0.5267124794353556
KLHL29	chr2	0.3113221150020366
WDPCP	chr2	0.551871692209702
KIF3C	chr2	0.828574779559843
EPHA4	chr2	0.3116283930778954
RHBDD1	chr2	0.3814159376524474
FRZB	chr2	0.4609448167385664
DHRS9	chr2	0.31205378660152766
SLC9A4	chr2	0.30322172262050484
ALKAL2	chr2	0.4238196756312524
ANKRD36C	chr2	0.29219719380326303
CXCR4	chr2	0.4628167273209821
RGPD3	chr2	0.3073904035961944
KLF11	chr2	0.48156436806056935
ARHGAP15	chr2	0.33943758060712953
IL1B	chr2	0.3083618909842063
GPBAR1	chr2	0.3152430446749388
DYTN	chr2	0.30717882339244407
ECRG4	chr2	0.37302691296710866
TLX2	chr2	0.4222741150021269
INHBB	chr2	0.40717649425164587
CMPK2	chr2	0.3352807060404844
RMDN2	chr2	0.560793931002346
QPCT	chr2	0.30938426890864484
CREB1	chr2	0.841363656305926
MEIS1	chr2	0.3188505388745379
SF3B6	chr2	0.6624459877799884
MAP2	chr2	0.332545157139337
SNRNP27	chr2	0.3923824357724234
TTC21B	chr2	0.7805769961984905
NEB	chr2	0.33434067681654567
PNO1	chr2	0.4118020266608885
PPP1R1C	chr2	0.3707006607218572
ABCB11	chr2	0.32038005286541915
TMEM237	chr2	0.6610940961661885
DPYSL5	chr2	0.508554188709577
MYO7B	chr2	0.3807545178582234
RAD51AP2	chr2	0.49064037419017686
TMEM163	chr2	0.30281136096678113
PPP1CB	chr2	0.8152194825149192
MFSD2B	chr2	0.3585947818176761
PLEKHM3	chr2	0.592032564422553
CYP27A1	chr2	0.36652553926760467
NXPH2	chr2	0.4685315367438494
GBX2	chr2	0.40817213642700567
IL1F10	chr2	0.29431910185096716
FHL2	chr2	0.42477129348180387
MOGAT1	chr2	0.5644316616880535
ITSN2	chr2	0.5503767110225255
ASXL2	chr2	0.7885674168280372
SPTBN1	chr2	0.37205949958050794
OR6B2	chr2	0.28259051042741834
KIDINS220	chr2	0.7148704997486848
CNOT11	chr2	0.40713217341595087
